loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
N,492644,9,D,42,Rent,8041408,46
N,172050,13,D,18,Own,8828703,54
N,492755,8,D,6,Mortgage,4559147,44
N,912790,10,D,7,Mortgage,3173130,31
N,899414,12,C,14,Own,14741318,39
N,160087,13,D,44,Mortgage,13644464,34
N,857816,11,A,44,Own,145526,25
N,553378,8,D,31,Own,10243530,62
N,331203,12,D,40,Rent,1982726,45
N,574267,9,B,6,Rent,1823123,28
N,568098,8,B,41,Mortgage,6370665,49
N,137573,13,D,9,Own,10845674,32
N,10412,12,D,20,Own,6389788,64
N,402766,13,B,29,Own,1868243,38
N,89233,11,A,19,Rent,13736895,29
N,171559,12,B,35,Own,3884143,46
N,333719,8,B,47,Mortgage,12642259,59
N,686129,13,B,49,Mortgage,6768481,31
N,454233,13,C,36,Rent,14436557,46
N,368098,10,D,7,Mortgage,1572380,49
N,456136,10,A,55,Mortgage,10495785,28
N,320417,12,B,37,Mortgage,8678554,60
N,751387,13,B,25,Rent,811176,26
N,294481,13,D,40,Own,2250489,53
N,708935,8,C,17,Rent,2758369,27
N,597232,10,B,18,Mortgage,1502660,59
N,136709,11,B,38,Mortgage,2159761,44
N,294016,9,B,48,Own,4338942,45
N,694342,14,A,13,Mortgage,9300515,42
N,934105,7,C,40,Own,3984659,62
N,204145,8,A,16,Rent,13095538,54
N,201798,12,A,41,Mortgage,7145138,27
N,266774,13,B,32,Mortgage,4286591,41
N,913837,7,C,55,Own,1049845,62
N,485933,12,C,22,Mortgage,9691456,62
N,132617,13,D,44,Mortgage,11943995,54
N,18296,9,D,27,Rent,3296266,42
N,495765,7,D,6,Rent,5934027,52
N,228429,13,C,21,Own,5217132,59
N,696847,7,C,12,Mortgage,1381491,51
N,28130,7,A,6,Mortgage,9535270,42
N,351405,7,A,23,Rent,11736006,54
N,335101,13,D,28,Rent,12330453,27
N,147299,12,B,16,Rent,12034909,54
N,48843,9,D,43,Own,14677855,61
N,44930,9,A,36,Rent,9285736,61
N,813014,10,C,27,Rent,11713305,58
N,650519,13,C,6,Mortgage,10498939,34
N,148292,13,A,39,Rent,241861,56
N,672148,13,A,18,Own,373456,45
N,156826,8,C,53,Mortgage,1528245,46
N,431402,11,D,32,Own,14896269,63
N,635583,14,C,36,Own,3589583,34
N,616238,12,A,15,Rent,7066431,39
N,828323,14,C,12,Own,2316543,28
N,533987,11,B,14,Own,2080289,26
N,126588,13,C,37,Own,13539915,59
N,278272,11,C,7,Own,5401905,36
N,627525,10,B,53,Mortgage,10727039,27
N,136100,9,C,40,Rent,1816696,52
N,704923,8,C,55,Rent,4949097,43
N,273111,12,C,47,Mortgage,5366377,43
N,724476,7,A,40,Rent,10606554,64
N,461575,14,B,30,Own,6638042,39
N,232557,13,B,12,Mortgage,6774569,49
N,350600,10,A,5,Mortgage,7442424,59
N,50771,7,B,50,Own,6649011,40
N,822435,13,D,16,Own,8263002,41
N,50100,9,C,11,Rent,6236731,62
N,217984,13,A,24,Mortgage,13447502,42
N,258899,8,B,35,Mortgage,2397317,25
N,290673,9,B,27,Mortgage,6763148,54
N,696936,10,B,51,Own,4652090,46
N,617003,13,C,21,Rent,11194082,51
N,296126,9,C,16,Rent,5673418,45
N,606925,8,D,49,Own,10745781,61
N,333129,14,C,18,Own,9845645,59
N,418743,10,A,28,Mortgage,12591900,29
N,747231,13,B,22,Own,6540686,54
N,814772,9,D,36,Mortgage,7048580,57
N,154232,13,C,19,Mortgage,2019701,35
N,740792,14,D,19,Own,3378201,52
N,623259,13,A,19,Mortgage,3217843,43
N,935811,14,C,33,Rent,3734613,35
N,181504,13,B,20,Mortgage,11697194,53
N,560452,10,A,28,Own,11473391,38
N,155515,8,B,49,Own,9206985,35
N,915065,10,A,5,Mortgage,13420177,59
N,570282,11,D,38,Own,3691459,48
N,689085,11,B,37,Mortgage,9437612,42
N,926300,13,B,8,Own,14405097,27
N,479895,9,D,55,Rent,3237277,34
N,134093,14,B,26,Own,14752265,52
N,257899,11,D,35,Rent,12740515,43
N,579759,12,B,34,Rent,9708117,34
N,759454,13,A,27,Rent,5033241,52
N,632039,8,A,21,Rent,8435911,51
N,95750,12,D,26,Rent,7420658,39
N,42480,11,C,36,Mortgage,12796569,44
N,58356,9,B,22,Rent,5245570,38
N,174314,14,D,27,Mortgage,12246603,33
N,635960,13,A,20,Own,603357,65
N,731025,9,C,24,Own,2856714,32
N,196349,14,B,17,Own,7964564,29
N,259371,12,D,35,Rent,781603,63
N,520620,9,A,44,Rent,5693573,53
N,412087,7,A,41,Rent,10003982,47
N,706351,12,D,24,Rent,5534178,61
N,156774,11,D,39,Mortgage,1214286,33
N,567907,13,A,30,Own,14634049,45
N,98438,7,B,50,Rent,9001078,37
N,539877,12,B,5,Own,9193616,51
N,552135,10,C,30,Rent,2460065,47
N,698228,7,D,22,Own,3295522,30
N,164331,7,B,31,Rent,3023261,54
N,753426,7,A,22,Own,11929762,38
N,275955,8,B,41,Mortgage,11937035,56
N,95165,10,D,35,Mortgage,14404516,54
N,817355,12,C,29,Mortgage,12468042,33
N,545332,12,D,5,Mortgage,9578205,31
N,748246,10,A,17,Mortgage,2036023,35
N,273450,14,B,43,Own,13822220,37
N,327981,14,C,54,Own,3742159,28
N,576812,10,A,31,Own,10807517,45
N,303790,13,C,25,Rent,12790215,45
N,628159,12,B,40,Rent,2884189,57
N,710683,11,D,47,Rent,8407523,51
N,732247,14,B,47,Rent,13065027,32
N,633134,14,A,25,Mortgage,4730861,32
N,310000,14,C,35,Rent,2563895,52
N,274423,11,A,26,Own,2465662,40
N,896776,9,C,44,Rent,13912500,48
N,817137,11,C,49,Own,5761899,33
N,225313,14,C,9,Own,7580962,57
N,249062,8,C,9,Mortgage,14877889,45
N,281920,14,A,21,Rent,14778283,28
N,89340,8,D,26,Own,14598260,36
N,694032,12,D,31,Mortgage,2784985,40
N,823286,8,D,23,Own,2530323,61
N,785029,9,C,10,Rent,6495372,43
N,775150,14,A,48,Own,11603972,44
N,422045,10,A,23,Rent,3210512,49
N,84138,8,C,9,Own,122034,62
N,188365,7,A,16,Own,12606055,53
N,655941,13,C,11,Rent,14717976,53
N,711454,8,C,50,Own,6856638,53
N,940074,10,B,29,Own,4102034,30
N,557924,13,B,22,Rent,6491753,31
N,502712,13,D,41,Rent,5205573,56
N,830568,7,A,6,Mortgage,12079212,43
N,845108,14,A,40,Own,5972338,26
N,293719,10,B,30,Mortgage,11744921,54
N,167033,10,B,24,Mortgage,10638455,55
N,329068,10,D,26,Rent,10764635,43
N,222820,12,D,18,Own,3171002,38
N,354116,10,D,54,Mortgage,12183815,49
N,754309,14,A,48,Own,9344330,28
N,207790,7,A,10,Rent,2056857,63
N,498620,14,A,32,Own,2307995,44
N,284987,9,C,46,Mortgage,12947353,30
N,682517,11,C,11,Rent,6641122,40
N,34983,7,A,49,Own,11497090,32
N,479583,8,B,46,Rent,8005887,48
N,299823,13,D,25,Rent,1288505,45
N,912578,14,D,6,Rent,6578698,38
N,669172,13,D,38,Mortgage,5180747,51
N,696484,10,B,39,Own,9542902,47
N,248890,11,D,49,Rent,13661013,54
N,63064,7,D,6,Own,5476631,27
N,843149,14,D,32,Rent,7599916,28
N,10160,12,C,41,Rent,11093992,26
N,482916,12,A,39,Rent,11960148,41
N,752300,14,D,20,Own,7620868,26
N,501732,12,D,39,Mortgage,5380291,61
N,674340,13,A,28,Rent,2225309,25
N,704754,13,A,29,Own,1587863,51
N,138091,14,D,20,Rent,13876474,60
N,542772,8,D,43,Own,3069997,50
N,947719,12,D,9,Mortgage,7765951,32
N,727043,14,D,20,Rent,7054096,25
N,359987,8,C,12,Own,10891536,37
N,188579,13,D,47,Mortgage,7029577,61
N,361399,13,B,25,Own,1267541,29
N,887263,14,B,53,Rent,7029428,50
N,729006,8,B,45,Own,9701929,44
N,404485,12,A,47,Rent,12389488,39
N,383967,8,A,43,Mortgage,1379899,64
N,857518,9,C,14,Rent,7745347,51
N,658830,14,C,32,Rent,5977396,57
N,80246,14,D,51,Own,3719615,50
N,471454,8,C,51,Rent,6420470,38
N,884992,7,B,20,Rent,8851243,61
N,105901,7,A,8,Own,14256552,28
N,561268,11,B,38,Rent,8079315,58
N,102054,8,B,34,Own,14089786,29
N,149750,9,D,7,Mortgage,5801514,30
N,307701,12,A,55,Rent,12165578,39
N,205618,12,B,15,Rent,13891182,41
N,601386,11,C,30,Rent,7112610,28
N,847117,14,A,16,Own,7074057,55
N,441554,9,D,11,Own,12734252,65
N,943096,12,C,19,Rent,7123939,39
N,658189,7,C,44,Own,13321785,32
N,876037,11,D,50,Rent,11348581,38
N,62017,11,A,42,Rent,6977995,65
N,487959,8,A,28,Mortgage,11903796,56
N,382265,9,B,11,Mortgage,14230433,36
N,485586,14,D,37,Mortgage,13831962,56
N,643494,13,B,54,Rent,2944076,44
N,484220,10,A,40,Own,2371035,29
N,618921,11,C,34,Mortgage,11523671,53
N,514758,9,A,43,Own,5991445,48
N,435193,13,A,40,Mortgage,13355023,42
N,409879,12,C,10,Mortgage,7134715,41
N,246966,11,B,51,Own,11336932,37
N,24068,10,C,32,Mortgage,11319757,30
N,142836,10,C,20,Own,1700944,56
N,125358,12,A,22,Mortgage,5437436,64
N,618080,9,D,39,Rent,14097290,31
N,758881,10,C,23,Mortgage,10562229,32
N,611838,9,B,14,Mortgage,8998285,32
N,312139,11,C,8,Own,357927,39
N,931277,9,B,39,Own,1043981,45
N,293482,11,A,43,Mortgage,7536373,30
N,265089,11,D,22,Own,4188373,43
N,229617,7,B,39,Own,6296189,31
N,612197,8,D,37,Rent,4184486,35
N,587722,9,C,36,Rent,6074582,50
N,675898,11,A,45,Rent,10575829,59
N,761637,14,B,25,Rent,4280586,48
N,386057,9,B,25,Mortgage,12097137,32
N,86489,14,D,53,Mortgage,12829118,64
N,685512,8,D,33,Rent,12644293,27
N,756173,13,C,34,Rent,14590301,63
N,200563,12,B,34,Rent,6749592,35
N,490134,12,C,35,Own,7227662,63
N,416447,10,C,16,Mortgage,11781726,33
N,303848,14,A,22,Mortgage,11114958,45
N,72912,11,D,10,Own,14929616,25
N,699835,9,A,42,Mortgage,12820836,32
N,615033,11,A,5,Mortgage,6335055,43
N,536218,14,D,6,Mortgage,14904233,46
N,590292,10,D,46,Own,8330804,56
N,787837,8,C,39,Own,6330872,30
N,675360,13,D,24,Rent,7215602,57
N,465608,7,D,8,Rent,5898759,63
N,412073,11,B,11,Mortgage,8583524,39
N,763460,13,A,53,Rent,5497101,52
N,670549,9,B,39,Mortgage,13623823,31
N,785550,10,A,20,Own,7454206,32
N,227158,11,C,18,Mortgage,6016919,64
N,634821,11,C,23,Mortgage,1705835,65
N,162117,13,A,51,Own,3112172,44
N,21597,12,C,15,Mortgage,7321299,44
N,449694,8,A,26,Mortgage,13760077,30
N,385890,13,A,30,Own,2032395,25
N,54337,7,B,47,Rent,1979462,28
N,582032,12,B,37,Rent,5746957,60
N,266370,9,A,34,Mortgage,8339117,55
N,687375,9,C,9,Own,8280546,28
N,45478,12,A,9,Own,4127755,59
N,369155,13,C,34,Own,1419430,52
N,47757,7,D,48,Own,14552187,27
N,708036,14,A,22,Rent,2160237,34
N,839093,9,D,6,Mortgage,13470765,51
N,687020,7,B,42,Rent,12856160,53
N,313510,9,D,28,Mortgage,9198053,27
N,402084,9,B,8,Rent,10651275,59
N,212868,7,D,12,Mortgage,2516797,57
N,614487,8,D,27,Mortgage,2002817,60
N,123565,9,A,36,Mortgage,8186034,46
N,871927,11,A,55,Mortgage,9534268,44
N,236323,11,B,41,Own,7888923,54
N,78119,9,A,55,Rent,8314070,51
N,402313,12,C,12,Mortgage,7974630,33
N,856081,13,D,10,Rent,8663685,43
N,662334,10,B,27,Own,11256283,53
N,94756,8,B,27,Own,12056135,39
N,143761,7,C,12,Own,10898445,28
N,811837,11,A,53,Mortgage,10584703,33
N,552722,7,C,37,Own,12361099,38
N,270862,7,A,6,Mortgage,14606026,54
N,388695,12,A,41,Mortgage,4680044,60
N,930925,8,D,16,Mortgage,11015965,36
N,282762,13,C,12,Own,3660796,46
N,573280,14,C,11,Mortgage,13099898,52
N,622301,11,C,40,Rent,12833771,28
N,666312,8,B,19,Own,13543913,41
N,161229,13,A,47,Mortgage,12764888,35
N,560115,7,A,33,Mortgage,8551640,57
N,921674,7,D,35,Rent,1258022,43
N,141955,11,A,22,Own,9749487,48
N,410820,9,A,17,Mortgage,10156579,61
N,238230,14,D,41,Own,1930920,62
N,718304,13,D,26,Mortgage,1133533,36
N,361369,14,C,42,Mortgage,8963988,38
N,328617,8,D,46,Own,3337474,53
N,43334,13,A,16,Mortgage,806464,38
N,501062,8,B,35,Rent,7500746,61
N,452527,7,A,25,Mortgage,10533545,45
N,766286,14,A,55,Mortgage,10149835,54
N,39924,14,C,17,Mortgage,7943893,51
N,803569,8,B,10,Own,6203001,26
N,638292,10,A,32,Rent,542412,51
N,437158,12,B,36,Mortgage,8556620,42
N,823685,8,D,52,Rent,11762943,37
N,437074,14,C,6,Mortgage,4245693,27
N,19422,9,D,38,Mortgage,14956132,26
N,82104,8,A,30,Mortgage,10008980,59
N,890785,12,D,6,Own,6015438,42
N,725762,10,C,20,Mortgage,500560,50
N,696859,8,C,23,Mortgage,2270751,49
N,894017,13,B,40,Rent,585698,38
N,643014,7,C,24,Mortgage,14301354,42
N,175073,10,B,34,Own,6191324,33
N,727067,11,D,40,Own,11329327,37
N,733117,13,A,11,Mortgage,8366942,62
N,295481,8,D,33,Mortgage,5752430,26
N,871101,10,C,39,Mortgage,3060298,45
N,489322,9,C,50,Rent,6437774,47
N,725032,13,A,55,Own,13838783,30
N,368233,12,B,54,Own,3631490,52
N,484697,11,A,21,Own,10026472,30
N,738229,7,A,22,Rent,2561821,35
N,872636,8,B,21,Mortgage,4768794,61
N,310209,11,A,22,Rent,10916827,36
N,444720,7,A,36,Rent,1250354,61
N,415253,8,B,20,Rent,12532267,41
N,712850,13,C,38,Mortgage,13266888,47
N,698527,10,D,32,Mortgage,2389549,37
N,276906,12,A,7,Own,5611514,36
N,212177,12,D,49,Own,9927222,28
N,504038,9,B,50,Mortgage,14079124,43
N,696176,11,B,18,Own,11638489,50
N,443207,9,B,10,Own,14119442,44
N,416406,10,A,19,Rent,3943191,64
N,743327,7,B,49,Own,100566,45
N,547850,10,D,37,Rent,2207345,44
N,260435,10,D,24,Mortgage,14477156,44
N,689782,13,C,26,Rent,1009677,63
N,816873,11,A,30,Mortgage,8698803,49
N,420676,10,C,12,Own,8864148,61
N,492891,10,A,45,Own,6036964,33
N,211041,7,C,20,Own,1079672,39
N,673293,9,C,50,Mortgage,12018819,55
N,868436,10,A,42,Own,8326212,31
N,881369,12,C,50,Own,13122856,29
N,688049,10,D,22,Rent,8974217,37
N,111597,13,B,9,Rent,10946808,46
N,42096,8,C,55,Rent,6708380,36
N,210437,9,B,53,Mortgage,13153266,28
N,373492,11,B,47,Mortgage,7503168,52
N,93273,10,D,7,Own,7837495,33
N,381498,9,C,27,Own,7486434,57
N,846802,8,A,37,Rent,6615922,26
N,727350,12,A,40,Own,4591648,44
N,927597,8,C,7,Rent,10339685,61
N,662773,8,B,49,Rent,5742011,43
N,198188,10,D,30,Mortgage,5527599,41
N,201272,13,C,52,Own,12316019,25
N,614629,7,D,55,Own,11278287,31
N,315698,8,D,28,Mortgage,1429302,49
N,255028,7,D,13,Own,7084226,25
N,407338,11,D,36,Rent,6466568,46
N,13731,12,A,13,Own,8817309,50
N,388057,9,B,54,Own,2614231,27
N,26880,12,B,26,Own,14878204,46
N,919607,11,B,12,Own,1808202,37
N,501427,9,C,54,Rent,9357365,35
N,177908,12,A,37,Rent,6291050,27
N,857983,13,B,25,Rent,1904947,65
N,64310,10,C,52,Rent,2272496,46
N,776612,13,D,20,Mortgage,4867159,28
N,769201,11,D,24,Mortgage,343489,59
N,104496,7,A,42,Own,11681323,58
N,718105,7,B,55,Mortgage,11680452,28
N,34288,8,C,20,Rent,10638989,41
N,184477,12,C,12,Mortgage,2368597,27
N,426925,12,A,9,Own,8471569,57
N,167951,12,D,44,Own,5786812,57
N,201851,13,D,34,Mortgage,10081226,61
N,65228,14,A,8,Own,3413201,63
N,77654,9,A,9,Own,8568822,41
N,862622,8,A,18,Mortgage,11893843,65
N,487623,11,D,54,Own,2456987,58
N,241177,13,C,27,Own,7132180,30
N,396910,14,A,41,Mortgage,10831249,62
N,151973,11,B,50,Mortgage,2629452,25
N,564920,7,C,12,Mortgage,11287662,42
N,14732,10,D,12,Own,8488182,59
N,930266,13,D,50,Mortgage,3679499,33
N,938696,11,D,5,Mortgage,7895889,47
N,586127,14,D,52,Mortgage,10965665,42
N,264320,8,B,16,Rent,8717670,26
N,407751,13,C,6,Mortgage,3783359,41
N,153322,13,B,38,Rent,13182101,37
N,381263,8,A,38,Own,6180428,38
N,516484,11,D,7,Rent,1619904,63
N,607670,13,C,30,Rent,5760184,55
N,27004,11,A,21,Rent,13293992,25
N,905347,12,D,44,Mortgage,2257911,37
N,600492,9,C,27,Mortgage,7066768,61
N,360433,14,D,8,Mortgage,862992,32
N,201336,13,B,20,Own,452346,63
N,155838,7,B,39,Rent,2927657,52
N,286512,11,A,52,Own,6050839,50
N,599585,14,B,5,Own,9500709,44
N,391237,8,D,34,Own,13056605,29
N,373009,12,A,45,Mortgage,10981083,48
N,630714,13,D,52,Rent,10430674,27
N,831842,10,C,53,Mortgage,1755165,45
N,136777,11,C,14,Rent,5813150,42
N,309020,9,A,33,Mortgage,6116075,49
N,73824,7,D,7,Rent,4974613,44
N,657268,8,A,14,Mortgage,14283885,45
N,30548,8,D,8,Rent,7627405,62
N,734333,7,B,46,Rent,6594187,52
N,730722,9,A,10,Rent,7355243,50
N,865238,7,C,18,Mortgage,2203148,57
N,110123,13,D,52,Mortgage,13186311,65
N,430384,11,A,20,Rent,3975695,36
N,226080,11,D,50,Rent,2147669,41
N,252127,14,A,50,Rent,3451720,25
N,49163,7,A,9,Own,4618529,52
N,942431,13,B,43,Rent,7056706,58
N,830054,7,B,40,Rent,10653509,47
N,919374,9,A,31,Own,8465152,65
N,677445,12,B,24,Rent,12232723,64
N,922856,10,C,29,Mortgage,10307681,26
N,607124,10,B,10,Mortgage,10898435,46
N,523385,8,C,14,Rent,14679397,53
N,93462,8,C,5,Own,5722343,54
N,874403,11,B,6,Rent,487031,57
N,403263,9,A,14,Mortgage,9156088,61
N,744348,11,A,16,Mortgage,12698888,28
N,336318,9,A,10,Own,4309635,29
N,577585,7,B,13,Mortgage,10418006,51
N,302201,9,C,40,Rent,4042749,49
N,101944,13,D,54,Own,3957203,60
N,803567,9,D,46,Own,5997405,29
N,644657,12,C,49,Own,1210192,55
N,194921,10,C,24,Rent,6720940,32
N,948466,8,A,48,Own,4205177,28
N,92294,10,C,11,Mortgage,4638644,27
N,97495,8,D,33,Rent,10535956,58
N,516123,13,A,50,Mortgage,12955900,53
N,47119,8,A,45,Rent,10233023,64
N,15980,10,D,8,Mortgage,13403121,47
N,688237,8,D,6,Own,561409,63
N,729830,10,A,31,Mortgage,875171,62
N,284946,14,D,15,Rent,12556112,29
N,195678,9,A,39,Mortgage,2223037,30
N,70393,7,D,21,Rent,6707042,34
N,480703,7,B,23,Own,6231710,36
N,855287,14,D,21,Own,2634810,32
N,111731,14,B,17,Own,5374475,49
N,110905,11,B,35,Own,209907,46
N,461462,10,B,11,Rent,8616545,53
N,309611,7,D,15,Mortgage,1173907,31
N,923503,13,C,55,Rent,9413280,54
N,13417,9,B,20,Rent,1880971,27
N,127613,10,B,20,Mortgage,4940731,47
N,176542,13,C,53,Mortgage,9660421,28
N,284700,9,C,31,Rent,12745974,44
N,354224,10,B,14,Mortgage,10848933,30
N,184103,12,B,53,Mortgage,8541946,46
N,747878,12,A,23,Mortgage,14015515,45
N,586853,9,A,23,Mortgage,8955773,36
N,106424,13,D,25,Rent,14540215,55
N,743159,8,A,12,Own,7982378,51
N,425352,11,A,26,Own,4302142,32
N,650288,8,B,18,Own,12607291,49
N,550121,12,D,6,Rent,12247416,58
N,944236,11,B,39,Own,3869382,63
N,839201,14,D,32,Rent,9199405,58
N,547037,13,C,24,Own,10852187,45
N,375296,13,C,26,Rent,9752606,29
N,312901,14,C,22,Mortgage,8786668,55
N,830070,8,C,7,Mortgage,3249147,51
N,367028,8,A,44,Rent,5091755,57
N,172241,8,C,34,Rent,9167457,57
N,344685,12,D,51,Own,9906878,25
N,221189,12,C,25,Own,6166525,26
N,625414,10,B,37,Mortgage,767351,43
N,893874,13,A,41,Rent,13325582,25
N,173243,8,A,41,Rent,7394301,56
N,163670,10,B,34,Mortgage,134167,40
N,585778,12,B,23,Rent,2095629,43
N,133961,14,A,47,Rent,14262472,25
N,764966,9,B,34,Mortgage,13679869,46
N,657050,9,A,45,Rent,1868490,57
N,684676,12,C,41,Rent,3282514,57
N,926466,10,B,55,Rent,13493443,27
N,16478,12,A,8,Own,10057565,28
N,124288,10,B,55,Mortgage,10119430,41
N,368430,13,D,34,Rent,10113443,28
N,21149,11,A,48,Mortgage,13833465,48
N,86622,13,A,51,Rent,14070986,64
N,570162,9,C,13,Mortgage,8302931,62
N,474831,7,C,39,Mortgage,9520342,63
N,748839,14,D,36,Rent,1943872,46
N,241226,7,A,48,Own,13192692,26
N,633269,13,A,28,Mortgage,3528171,54
N,112678,14,C,31,Mortgage,1578124,37
N,121165,10,A,25,Mortgage,8985228,45
N,702894,11,C,32,Mortgage,12342895,47
N,857069,8,A,23,Own,8938475,52
N,17639,7,A,20,Rent,694426,30
N,119083,10,A,24,Rent,5055934,40
N,483516,12,C,41,Mortgage,9942691,30
N,43428,13,A,24,Mortgage,10957959,51
N,370202,12,C,49,Rent,9330259,59
N,390437,7,C,52,Rent,11278431,25
N,268014,8,A,55,Mortgage,4066041,49
N,66213,14,A,49,Rent,14718779,47
N,387643,7,A,27,Own,4255244,28
N,743803,8,D,40,Mortgage,3084690,25
N,946984,7,A,16,Mortgage,7307615,35
N,453404,10,D,39,Own,2360529,51
N,275793,12,A,38,Rent,11101857,62
N,154229,7,D,5,Rent,5248040,55
N,756847,14,C,6,Rent,8349906,60
N,671725,8,B,38,Own,926580,55
N,947062,12,C,23,Own,3247569,62
N,67330,10,A,29,Mortgage,14653679,51
N,777134,13,D,27,Mortgage,1703184,35
N,765434,9,B,18,Rent,1578683,29
N,684632,12,B,16,Rent,2998668,43
N,294911,14,C,51,Mortgage,12661073,65
N,246204,12,A,32,Own,9981550,55
N,708898,12,B,10,Mortgage,7454054,47
N,24117,11,D,41,Mortgage,7701723,27
N,637305,9,B,54,Rent,2746041,28
N,641132,14,A,41,Mortgage,3709916,27
N,851138,8,D,39,Mortgage,6500325,56
N,33336,8,B,46,Mortgage,205003,48
N,860885,11,B,24,Own,6403330,53
N,219757,12,D,47,Mortgage,14457555,44
N,412564,10,B,49,Mortgage,12342041,59
N,257249,12,B,44,Own,11566959,43
N,101244,14,C,5,Rent,10714548,25
N,201544,7,C,10,Mortgage,4418535,33
N,344511,10,D,20,Own,4713593,43
N,686521,8,B,11,Own,12271471,26
N,492881,13,D,11,Mortgage,11161792,49
N,573472,14,D,40,Mortgage,14421902,40
N,21431,8,A,51,Mortgage,11705738,57
N,630946,7,D,8,Rent,12643427,51
N,620526,11,A,26,Own,3195726,56
N,43941,12,D,49,Mortgage,5483918,48
N,281924,8,D,25,Rent,12032792,65
N,781081,9,D,51,Own,14865769,61
N,562472,11,C,22,Mortgage,5395731,34
N,339564,10,D,23,Own,7258817,46
N,684887,8,C,46,Rent,13112556,60
N,918198,9,B,8,Mortgage,12399496,65
N,186361,8,A,30,Rent,6743265,47
N,101651,11,C,24,Mortgage,9222969,33
N,467407,10,D,12,Mortgage,12906187,43
N,386077,14,B,44,Mortgage,1106583,61
N,897253,7,C,50,Rent,1447367,25
N,823144,7,A,46,Mortgage,131823,43
N,180667,12,B,40,Mortgage,11684137,36
N,346624,7,C,26,Rent,4001969,60
N,825911,13,C,54,Own,5097425,35
N,800736,10,C,11,Own,11823078,26
N,739375,7,C,15,Own,12677873,62
N,173591,9,D,55,Own,3779772,55
N,696921,10,B,34,Own,14151642,43
N,541459,9,A,13,Own,3719991,54
N,640445,8,D,50,Mortgage,9799290,64
N,872903,11,B,51,Rent,816662,65
N,606839,7,C,12,Mortgage,7560019,57
N,883889,12,A,13,Rent,7864879,37
N,315108,12,D,37,Own,8456836,32
N,739494,9,A,28,Own,6760001,48
N,121707,14,D,38,Own,9748269,31
N,392517,9,D,25,Own,3386488,52
N,930372,7,D,49,Mortgage,14810614,65
N,890988,13,D,21,Rent,4260479,35
N,903359,13,B,21,Own,10118179,65
N,592034,8,D,6,Rent,6479169,27
N,817828,13,D,27,Rent,6080565,30
N,44652,7,B,20,Mortgage,10267925,49
N,699246,10,B,52,Mortgage,8309587,29
N,691425,13,C,54,Own,8913238,62
N,944634,11,B,44,Mortgage,12515927,43
N,511432,12,A,52,Own,12816139,36
N,880475,13,C,16,Rent,12492979,50
N,392629,8,B,33,Own,11123667,34
N,227965,11,C,19,Rent,1478201,59
N,850473,7,A,27,Rent,726820,52
N,371568,11,B,50,Own,10979136,28
N,412990,8,D,26,Own,12390469,40
N,544409,7,A,53,Mortgage,6232854,36
N,162841,11,C,31,Mortgage,4486521,27
N,948231,13,D,30,Own,3190448,50
N,325451,12,A,27,Mortgage,4169540,29
N,241918,8,D,38,Mortgage,5354065,62
N,614944,8,B,22,Rent,4680201,42
N,333278,11,B,49,Rent,2219449,60
N,840280,7,A,39,Rent,548128,59
N,733271,9,A,37,Mortgage,7424868,50
N,76121,10,B,8,Own,7434684,43
N,453963,12,C,33,Own,7465522,36
N,111547,10,D,20,Mortgage,405429,34
N,538246,7,A,53,Own,7908912,50
N,71842,13,D,43,Own,745223,42
N,505101,10,B,6,Rent,14247223,59
N,63471,12,C,55,Rent,5467885,61
N,367969,9,C,9,Own,9569204,50
N,291145,11,D,47,Mortgage,10063438,54
N,79871,9,C,29,Rent,5040482,26
N,53005,11,B,36,Mortgage,14217985,32
N,378177,11,B,12,Mortgage,12854504,40
N,591466,10,C,29,Mortgage,1717349,50
N,600363,11,B,19,Mortgage,8253987,46
N,766509,10,B,31,Own,5284975,45
N,131309,12,A,33,Mortgage,4029991,60
N,744675,7,A,46,Own,10200138,51
N,357705,14,D,54,Mortgage,12315789,36
N,530713,11,C,55,Own,1934249,30
N,166955,13,C,46,Own,5923927,32
N,860543,12,C,35,Own,3976524,45
N,529757,8,D,34,Mortgage,6382082,34
N,900990,12,D,30,Rent,13846956,39
N,153455,7,D,6,Rent,7827208,46
N,286656,11,B,24,Own,1779279,29
N,501449,7,D,26,Rent,11120952,65
N,397829,11,D,35,Own,7211735,30
N,935158,9,A,52,Mortgage,9942557,32
N,532677,8,C,38,Own,529803,48
N,609229,13,D,34,Rent,4615231,36
N,176612,11,D,22,Own,8970034,47
N,364165,12,C,8,Rent,12932683,63
N,170276,9,B,31,Mortgage,13350774,38
N,671610,10,C,45,Rent,2096906,44
N,937048,9,D,11,Own,1900318,28
N,205662,8,A,7,Mortgage,721299,29
N,461434,8,D,20,Own,8085415,63
N,19390,13,A,44,Mortgage,14405177,53
N,17541,11,A,18,Mortgage,2211679,57
N,59159,10,B,47,Mortgage,8037412,33
N,105381,11,B,5,Own,2612301,40
N,849119,7,B,43,Own,4669223,35
N,495195,10,C,30,Rent,10365805,33
N,844093,9,A,21,Rent,4828571,48
N,174677,10,C,50,Rent,803271,43
N,182591,13,A,24,Own,11742090,43
N,327183,13,D,18,Mortgage,6144458,48
N,838265,10,D,8,Own,14793222,26
N,546600,7,A,18,Mortgage,8295405,56
N,420748,11,A,20,Rent,11203120,25
N,102609,10,C,25,Own,10751432,47
